id,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churned,sessions_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,fav_navigation_total,activity_rate,driving_rate,tenure_group,activity_group,predicted_churn_probability,risk_group
4446,churned,120,96,187.4664572,924,332,78,2156.764274,1771.545214,21,20,iPhone,1.0,5.714285714285714,4.8,22.466294520833333,18.453595979166668,410,0.0227272727272727,0.0216450216450216,early_mid_tenure,high_mid_activity,0.5226089110604142,Highest Risk
4447,retained,404,323,420.6988671,2713,0,40,6294.389525,3315.341949,9,9,Android,0.0,44.888888888888886,35.888888888888886,19.48727407120743,10.264216560371516,40,0.0033173608551419,0.0033173608551419,longest_tenure,low_mid_activity,0.42352941659661814,Upper-Mid Risk
4448,retained,21,21,141.1339441,1915,0,0,5057.884686,3839.371637,12,12,Android,0.0,1.75,1.75,240.8516517142857,182.82722080952385,0,0.006266318537859,0.006266318537859,late_mid_tenure,low_mid_activity,0.246127817447491,Lower-Mid Risk
4449,retained,68,55,342.0463748,779,0,0,2307.493255,1308.27136,5,5,iPhone,0.0,13.6,11.0,41.95442281818182,23.786752,0,0.0064184852374839,0.0064184852374839,newest_users,lowest_activity,0.5267441597566161,Highest Risk
4450,retained,2,1,116.8581334,3016,377,18,2772.967242,1429.876613,30,24,Android,0.0,0.0666666666666666,0.0416666666666666,2772.967242,1429.876613,395,0.009946949602122,0.0079575596816976,longest_tenure,highest_activity,0.18901877925378624,Lower-Mid Risk
4451,retained,174,142,182.7096847,1712,0,12,5242.238501,1259.65149,12,12,iPhone,0.0,14.5,11.833333333333334,36.91717254225352,8.87078514084507,12,0.0070093457943925,0.0070093457943925,early_mid_tenure,low_mid_activity,0.4066541398778871,Upper-Mid Risk
4452,retained,10,10,15.33459678,2685,19,59,8554.203689,873.6769202,19,16,Android,0.0,0.5263157894736842,0.625,855.4203689,87.36769202,78,0.0070763500931098,0.0059590316573556,longest_tenure,high_mid_activity,0.11665174882193885,Lowest Risk
4453,retained,17,16,124.7771706,2399,0,0,5751.242567,510.8915617,21,20,Android,0.0,0.8095238095238095,0.8,359.4526604375,31.93072260625,0,0.0087536473530637,0.0083368070029178,late_mid_tenure,high_mid_activity,0.1365467346787016,Lowest Risk
4454,retained,29,23,36.47465696,3124,168,0,1815.850729,742.5609423,25,16,Android,0.0,1.16,1.4375,78.95003169565217,32.28525836086956,168,0.0080025608194622,0.0051216389244558,longest_tenure,highest_activity,0.039313654224077225,Lowest Risk
4455,retained,149,120,216.4202592,1627,150,140,4619.853496,3113.954283,12,10,iPhone,0.0,12.416666666666666,12.0,38.49877913333333,25.949619025,290,0.0073755377996312,0.0061462814996926,early_mid_tenure,low_mid_activity,0.40313801089077633,Upper-Mid Risk
4457,retained,61,50,89.03768806,2471,10,12,8183.314765,2352.010092,3,0,iPhone,0.0,20.33333333333333,,163.6662953,47.04020184,22,0.0012140833670578,0.0,late_mid_tenure,lowest_activity,0.4141280606324564,Upper-Mid Risk
4458,retained,8,7,81.26850245,1437,0,0,2750.315835,1002.394033,1,0,iPhone,0.0,8.0,,392.9022621428571,143.19914757142857,0,0.0006958942240779,0.0,early_mid_tenure,lowest_activity,0.6215344766778476,Highest Risk
4459,churned,31,27,31.59669218,727,18,44,6079.986789,1590.142952,10,10,Android,1.0,3.1,2.7,225.18469588888888,58.89418340740741,62,0.0137551581843191,0.0137551581843191,newest_users,low_mid_activity,0.528669831622151,Highest Risk
4460,retained,16,13,151.2964048,3376,0,0,4991.689157,1431.615694,24,18,Android,0.0,0.6666666666666666,0.7222222222222222,383.976089,110.12428415384616,0,0.0071090047393364,0.0053317535545023,longest_tenure,highest_activity,0.06413906096979516,Lowest Risk
4461,retained,91,74,331.2306742,1513,194,0,1651.253899,702.4929833,24,18,iPhone,0.0,3.7916666666666665,4.111111111111111,22.31424187837838,9.493148422972974,194,0.0158625247851949,0.0118968935888962,early_mid_tenure,highest_activity,0.07692607560683695,Lowest Risk
4462,retained,86,69,187.5296038,2914,0,77,4865.0656,1291.206179,27,25,Android,0.0,3.185185185185185,2.76,70.50819710144927,18.713133028985503,77,0.0092656142759094,0.0085792724776938,longest_tenure,highest_activity,0.03327784797675977,Lowest Risk
4463,retained,47,46,167.6642134,2891,585,3,1243.592908,864.0561563,3,0,iPhone,0.0,15.666666666666666,,27.03462843478261,18.783829484782608,588,0.0010377032168799,0.0,longest_tenure,lowest_activity,0.4910706098776783,Upper-Mid Risk
4464,churned,70,70,335.0433978,1330,161,18,1732.383757,1416.713762,3,3,Android,1.0,23.33333333333333,23.33333333333333,24.748339385714285,20.238768028571428,179,0.0022556390977443,0.0022556390977443,early_mid_tenure,lowest_activity,0.6600043140195673,Highest Risk
4465,retained,92,74,562.8346047,3330,192,127,2925.731934,1185.28579,3,3,iPhone,0.0,30.666666666666668,24.666666666666668,39.53691802702703,16.017375540540538,319,0.0009009009009009,0.0009009009009009,longest_tenure,lowest_activity,0.49434356377107436,Upper-Mid Risk
4466,retained,224,184,694.0927925,3442,0,74,6018.714737,4941.669353,24,20,Android,0.0,9.333333333333334,9.2,32.71040617934783,26.856898657608696,74,0.0069726902963393,0.0058105752469494,longest_tenure,highest_activity,0.07150225117125425,Lowest Risk
4467,retained,38,31,41.88917929,3443,300,46,5062.660379,2958.884091,7,6,iPhone,0.0,5.428571428571429,5.166666666666667,163.31162512903225,95.4478739032258,346,0.0020331106593087,0.0017426662794074,longest_tenure,lowest_activity,0.343030139329883,Upper-Mid Risk
4468,churned,67,56,71.83931465,2974,312,16,2679.433143,1975.104704,7,4,iPhone,1.0,9.571428571428571,14.0,47.847020410714286,35.26972685714286,328,0.0023537323470073,0.0013449899125756,longest_tenure,lowest_activity,0.5172145646001965,Highest Risk
4469,churned,166,133,200.6813197,44,160,0,3941.486092,2529.602347,2,0,iPhone,1.0,83.0,,29.63523377443609,19.019566518796992,160,0.0454545454545454,0.0,newest_users,lowest_activity,0.8354817930295055,Highest Risk
4470,retained,95,79,157.82619,943,778,20,2849.897553,850.3466279,25,24,iPhone,0.0,3.8,3.2916666666666665,36.07465256962025,10.763881365822783,798,0.0265111346765641,0.0254506892895015,early_mid_tenure,highest_activity,0.1762367216630203,Lower-Mid Risk
4471,retained,190,190,364.3232695,3193,93,323,2678.486267,1859.559984,22,18,Android,0.0,8.636363636363637,10.555555555555555,14.097296142105264,9.787157810526317,416,0.0068900720325712,0.0056373316630128,longest_tenure,high_mid_activity,0.21313689511774722,Lower-Mid Risk
4472,churned,87,76,196.3928399,1108,152,0,1141.826893,711.9461227,9,5,iPhone,1.0,9.666666666666666,15.2,15.024038065789473,9.367712140789472,152,0.0081227436823104,0.0045126353790613,early_mid_tenure,low_mid_activity,0.31992711104893834,Upper-Mid Risk
4473,retained,24,20,214.7140569,2604,6,12,5903.676363,1547.84036,16,15,iPhone,0.0,1.5,1.3333333333333333,295.18381815,77.392018,18,0.0061443932411674,0.0057603686635944,late_mid_tenure,low_mid_activity,0.1687022213278307,Lower-Mid Risk
4474,retained,85,85,343.1218806,1220,104,23,7444.082771,2755.118695,17,16,Android,0.0,5.0,5.3125,87.57744436470588,32.41316111764706,127,0.0139344262295081,0.0131147540983606,early_mid_tenure,high_mid_activity,0.19349001979752978,Lower-Mid Risk
4477,retained,97,84,138.1539457,173,378,0,5054.184191,2693.342969,23,17,Android,0.0,4.217391304347826,4.941176470588236,60.16885941666667,32.063606773809525,378,0.1329479768786127,0.0982658959537572,newest_users,high_mid_activity,0.3712721437098046,Upper-Mid Risk
4478,churned,57,51,136.0103636,236,130,0,6147.733803,3687.812302,10,6,Android,1.0,5.7,8.5,120.54380005882354,72.3100451372549,130,0.0423728813559322,0.0254237288135593,newest_users,low_mid_activity,0.7892550054233571,Highest Risk
4479,churned,141,113,243.5910809,2998,210,0,3431.470937,2301.320404,6,5,iPhone,1.0,23.5,22.6,30.36699944247788,20.3656672920354,210,0.0020013342228152,0.0016677785190126,longest_tenure,lowest_activity,0.3888780488693125,Upper-Mid Risk
4480,churned,60,48,179.4862206,150,238,30,6028.421532,474.4974776,11,11,iPhone,1.0,5.454545454545454,4.363636363636363,125.59211525,9.885364116666668,268,0.0733333333333333,0.0733333333333333,newest_users,low_mid_activity,0.7449862526488686,Highest Risk
4481,retained,14,11,45.76641541,2349,172,35,2191.620157,1153.369125,22,22,iPhone,0.0,0.6363636363636364,0.5,199.23819609090907,104.85173863636363,207,0.009365687526607,0.009365687526607,late_mid_tenure,high_mid_activity,0.1580544210910345,Lower-Mid Risk
4482,retained,12,10,13.30125639,2060,100,0,2026.868034,1280.452074,21,20,Android,0.0,0.5714285714285714,0.5,202.6868034,128.0452074,100,0.0101941747572815,0.0097087378640776,late_mid_tenure,high_mid_activity,0.2237895193997797,Lower-Mid Risk
4483,retained,146,117,183.9035799,3313,23,114,11281.22437,429.8591328,14,11,Android,0.0,10.428571428571429,10.636363636363637,96.4207211111111,3.674009682051282,137,0.0042257772411711,0.0033202535466344,longest_tenure,low_mid_activity,0.17337558149981958,Lower-Mid Risk
4484,retained,77,77,173.3824365,2782,0,0,3334.502801,2663.602977,1,0,iPhone,0.0,77.0,,43.305231181818186,34.59224645454545,0,0.0003594536304816,0.0,longest_tenure,lowest_activity,0.591485703484882,Highest Risk
4486,retained,30,25,48.53592419,2609,290,7,3115.588987,1791.117063,14,13,Android,0.0,2.142857142857143,1.9230769230769231,124.62355948,71.64468252,297,0.0053660406285933,0.0049827520122652,late_mid_tenure,low_mid_activity,0.2744430847611058,Lower-Mid Risk
4487,retained,197,160,199.2036446,2355,819,159,3083.481876,2150.077346,14,13,iPhone,0.0,14.071428571428571,12.307692307692308,19.271761725,13.4379834125,978,0.0059447983014862,0.00552016985138,late_mid_tenure,low_mid_activity,0.4788113210886704,Upper-Mid Risk
4488,retained,2,2,31.20767181,2203,292,24,4735.611328,3642.978004,1,1,iPhone,0.0,2.0,2.0,2367.805664,1821.489002,316,0.0004539264639128,0.0004539264639128,late_mid_tenure,lowest_activity,0.4535557276369628,Upper-Mid Risk
4489,retained,95,78,99.10340023,1650,130,0,696.550783,385.5039437,24,20,iPhone,0.0,3.9583333333333335,3.9,8.930138243589743,4.942358252564103,130,0.0145454545454545,0.0121212121212121,early_mid_tenure,highest_activity,0.07771348005687755,Lowest Risk
4491,retained,19,19,143.4417178,1346,245,19,6579.136587,432.6708826,30,28,iPhone,0.0,0.6333333333333333,0.6785714285714286,346.2703466842105,22.77215171578948,264,0.0222882615156017,0.0208023774145616,early_mid_tenure,highest_activity,0.0824456981698145,Lowest Risk
4492,retained,83,66,126.6923008,2453,0,0,7341.178365,4024.440758,10,7,Android,0.0,8.3,9.428571428571429,111.22997522727272,60.97637512121212,0,0.0040766408479412,0.0028536485935589,late_mid_tenure,low_mid_activity,0.38185092673799,Upper-Mid Risk
4493,retained,34,29,45.47806478,2314,22,114,759.9396533,548.0727495,29,22,iPhone,0.0,1.1724137931034482,1.318181818181818,26.204815631034485,18.89906032758621,136,0.0125324114088159,0.0095073465859982,late_mid_tenure,highest_activity,0.115955096814082,Lowest Risk
4494,retained,576,463,635.8807183,2072,27,0,3377.015497,1649.018946,15,15,iPhone,0.0,38.4,30.866666666666667,7.293769971922246,3.5615959956803454,27,0.0072393822393822,0.0072393822393822,late_mid_tenure,low_mid_activity,0.3171601097963582,Upper-Mid Risk
4495,retained,12,10,132.3202233,1812,138,5,2724.666356,590.1806594,2,0,iPhone,0.0,6.0,,272.4666356,59.01806594,143,0.0011037527593818,0.0,late_mid_tenure,lowest_activity,0.51441153453163,Highest Risk
4496,retained,37,29,101.4033802,3264,98,0,5721.301963,2837.885984,18,15,iPhone,0.0,2.055555555555556,1.9333333333333331,197.2862745862069,97.85813737931036,98,0.0055147058823529,0.0045955882352941,longest_tenure,high_mid_activity,0.1448877750726788,Lower-Mid Risk
4497,retained,60,48,599.5516934,696,38,4,2507.135841,1826.913048,29,22,iPhone,0.0,2.0689655172413794,2.1818181818181817,52.23199668749999,38.0606885,42,0.0416666666666666,0.0316091954022988,newest_users,highest_activity,0.1515084061057005,Lower-Mid Risk
4498,retained,18,15,105.3979746,40,118,36,6053.788828,2810.615112,28,27,iPhone,0.0,0.6428571428571429,0.5555555555555556,403.5859218666666,187.3743408,154,0.7,0.675,newest_users,highest_activity,0.0874873403245728,Lowest Risk
4499,retained,27,22,75.02567797,627,340,0,2891.128411,464.5060032,28,26,iPhone,0.0,0.9642857142857144,0.8461538461538461,131.41492777272728,21.11390923636364,340,0.0446570972886762,0.0414673046251993,newest_users,highest_activity,0.08016956531115614,Lowest Risk
4500,retained,37,30,66.25853852,1463,231,34,2675.944657,1107.03348,25,19,Android,0.0,1.48,1.5789473684210529,89.19815523333334,36.901116,265,0.0170881749829118,0.0129870129870129,early_mid_tenure,highest_activity,0.14833280659890222,Lower-Mid Risk
4501,retained,58,51,83.35721238,3447,1,0,1904.947511,1440.537814,19,12,Android,0.0,3.0526315789473686,4.25,37.35191198039216,28.24583949019608,1,0.0055120394545982,0.0034812880765883,longest_tenure,high_mid_activity,0.14715733876376114,Lower-Mid Risk
4502,retained,361,289,411.2666858,2599,227,0,5428.114336,2115.634654,7,7,iPhone,0.0,51.57142857142857,41.285714285714285,18.7824025467128,7.320535134948097,227,0.0026933435936898,0.0026933435936898,late_mid_tenure,lowest_activity,0.5302543292260102,Highest Risk
4503,retained,320,256,533.4504207,1651,108,50,3590.217607,2304.692862,9,5,Android,0.0,35.55555555555556,51.2,14.02428752734375,9.0027064921875,158,0.0054512416717141,0.0030284675953967,early_mid_tenure,low_mid_activity,0.4964029722523891,Upper-Mid Risk
4504,retained,31,25,361.5048594,171,167,73,2199.046953,1673.151724,27,18,iPhone,0.0,1.148148148148148,1.3888888888888888,87.96187812,66.92606896000001,240,0.1578947368421052,0.1052631578947368,newest_users,highest_activity,0.09493456890840889,Lowest Risk
4505,churned,85,75,205.970161,1469,196,9,14679.69851,7237.662027,24,15,iPhone,1.0,3.5416666666666665,5.0,195.72931346666667,96.50216036,205,0.0163376446562287,0.0102110279101429,early_mid_tenure,highest_activity,0.22525885536912932,Lower-Mid Risk
4506,retained,3,3,124.4610828,2771,66,10,3733.577779,2850.034876,1,0,iPhone,0.0,3.0,,1244.5259263333337,950.0116253333334,76,0.0003608805485384,0.0,longest_tenure,lowest_activity,0.5155796204163786,Highest Risk
4507,retained,97,80,119.3323856,3221,60,31,4783.265174,1981.809069,21,17,iPhone,0.0,4.619047619047619,4.705882352941177,59.790814675,24.7726133625,91,0.0065197143744178,0.0052778640173859,longest_tenure,high_mid_activity,0.12082721509892347,Lowest Risk
4508,retained,38,32,143.8181855,3036,18,66,6075.451203,4432.018299,22,17,Android,0.0,1.7272727272727273,1.8823529411764703,189.85785009375,138.50057184375,84,0.0072463768115942,0.0055994729907773,longest_tenure,high_mid_activity,0.11278672302986564,Lowest Risk
4511,retained,9,9,78.69030629,1647,0,14,3140.927147,258.1921221,12,12,iPhone,0.0,0.75,0.75,348.9919052222222,28.68801356666667,14,0.0072859744990892,0.0072859744990892,early_mid_tenure,low_mid_activity,0.30457575194707476,Upper-Mid Risk
4512,retained,5,5,78.95892865,1248,0,20,4954.647954,3342.963988,24,15,Android,0.0,0.2083333333333333,0.3333333333333333,990.9295908,668.5927976,20,0.0192307692307692,0.0120192307692307,early_mid_tenure,highest_activity,0.13951024802958542,Lowest Risk
4513,churned,244,208,306.1074462,1246,0,66,7874.442894,5171.307571,0,0,iPhone,1.0,,,37.85789852884615,24.86205562980769,66,0.0,0.0,early_mid_tenure,lowest_activity,0.7829815062076014,Highest Risk
4514,retained,94,75,191.1995565,2412,226,32,3670.932491,858.53948,1,0,iPhone,0.0,94.0,,48.94576654666667,11.447193066666667,258,0.0004145936981757,0.0,late_mid_tenure,lowest_activity,0.6636008070366042,Highest Risk
4515,retained,0,0,303.9005783,2639,0,6,1591.201772,1115.563874,13,13,Android,0.0,0.0,0.0,,,6,0.0049261083743842,0.0049261083743842,longest_tenure,low_mid_activity,0.23804534988507842,Lower-Mid Risk
4516,retained,20,20,210.4412232,2913,246,16,3744.332137,2816.594735,0,0,iPhone,0.0,,,187.21660685,140.82973675,262,0.0,0.0,longest_tenure,lowest_activity,0.5324760913141643,Highest Risk
4517,retained,4,4,64.66023247,3305,136,0,4181.753383,2688.773552,19,18,iPhone,0.0,0.2105263157894736,0.2222222222222222,1045.43834575,672.193388,136,0.0057488653555219,0.0054462934947049,longest_tenure,high_mid_activity,0.18485419586571958,Lower-Mid Risk
4518,retained,97,83,181.2237114,1178,228,47,1942.296889,1606.607168,13,8,Android,0.0,7.461538461538462,10.375,23.4011673373494,19.35671286746988,275,0.0110356536502546,0.0067911714770797,early_mid_tenure,low_mid_activity,0.34880489847469875,Upper-Mid Risk
4519,retained,220,178,252.0524403,3261,0,0,2457.534088,1553.318697,18,14,iPhone,0.0,12.22222222222222,12.714285714285714,13.806371280898876,8.726509533707866,0,0.0055197792088316,0.004293161606869,longest_tenure,high_mid_activity,0.24360339679426354,Lower-Mid Risk
4520,retained,14,14,163.0980948,2258,161,0,2094.120028,973.0711917,7,7,iPhone,0.0,2.0,2.0,149.58000199999998,69.50508512142856,161,0.0031000885739592,0.0031000885739592,late_mid_tenure,lowest_activity,0.35636358593528455,Upper-Mid Risk
4521,churned,23,23,95.85526988,3074,47,0,1665.879125,1219.557333,9,8,iPhone,1.0,2.555555555555556,2.875,72.42952717391304,53.02423186956521,47,0.0029277813923227,0.0026024723487312,longest_tenure,low_mid_activity,0.22732712829601986,Lower-Mid Risk
4522,retained,315,255,349.4607283,340,67,0,1806.604963,1036.994179,23,13,iPhone,0.0,13.695652173913045,19.615384615384617,7.08472534509804,4.066643839215686,67,0.0676470588235294,0.038235294117647,newest_users,high_mid_activity,0.32792778554331664,Upper-Mid Risk
4523,retained,34,29,350.0286225,2269,216,8,2779.352007,1628.157802,3,3,iPhone,0.0,11.333333333333334,9.666666666666666,95.83972437931034,56.14337248275862,224,0.001322168356104,0.001322168356104,late_mid_tenure,lowest_activity,0.48938843724533604,Upper-Mid Risk
4524,retained,44,35,145.7280095,193,48,0,1572.537794,885.754534,3,3,Android,0.0,14.666666666666666,11.666666666666666,44.92965125714286,25.3072724,48,0.0155440414507772,0.0155440414507772,newest_users,lowest_activity,0.5625971064220774,Highest Risk
4525,retained,94,78,127.5412129,792,0,0,3319.401972,2739.678709,12,6,iPhone,0.0,7.833333333333333,13.0,42.55643553846154,35.12408601282051,0,0.0151515151515151,0.0075757575757575,newest_users,low_mid_activity,0.2758216643596429,Lower-Mid Risk
4526,churned,4,4,126.2651642,148,480,0,2361.907348,195.1537605,5,5,Android,1.0,0.8,0.8,590.476837,48.788440125,480,0.0337837837837837,0.0337837837837837,newest_users,lowest_activity,0.7284471248686607,Highest Risk
4527,churned,25,21,45.4762264,760,24,0,2993.088275,1058.165501,12,6,Android,1.0,2.083333333333333,3.5,142.5280130952381,50.38883338095238,24,0.0157894736842105,0.0078947368421052,newest_users,low_mid_activity,0.5337259622232263,Highest Risk
4528,retained,9,7,10.36153727,2210,53,45,5347.464714,1776.420015,21,12,iPhone,0.0,0.4285714285714285,0.5833333333333334,763.9235305714285,253.77428785714284,98,0.0095022624434389,0.0054298642533936,late_mid_tenure,high_mid_activity,0.1873760030744425,Lower-Mid Risk
4529,retained,72,58,110.6067732,1070,173,2,2008.994485,1089.103316,18,15,iPhone,0.0,4.0,3.8666666666666663,34.637835948275864,18.777643379310344,175,0.016822429906542,0.014018691588785,early_mid_tenure,high_mid_activity,0.1417113767660161,Lowest Risk
4530,churned,41,36,167.2636941,211,449,0,7276.031905,5476.762838,16,8,Android,1.0,2.5625,4.5,202.1119973611111,152.13230105555556,449,0.0758293838862559,0.0379146919431279,newest_users,low_mid_activity,0.7169998353719422,Highest Risk
4531,retained,129,107,153.2962363,1559,6,0,5710.689045,1151.958625,28,18,Android,0.0,4.607142857142857,5.944444444444445,53.37092565420561,10.765968457943924,6,0.0179602309172546,0.0115458627325208,early_mid_tenure,highest_activity,0.06232100969096069,Lowest Risk
4532,churned,43,34,237.8740246,695,115,0,2280.620886,1205.27232,2,0,Android,1.0,21.5,,67.07708488235295,35.44918588235294,115,0.0028776978417266,0.0,newest_users,lowest_activity,0.8572886248933316,Highest Risk
4533,churned,103,83,139.7532807,2018,148,0,5165.741769,762.6900864,3,3,iPhone,1.0,34.333333333333336,27.666666666666668,62.237852638554216,9.189037185542167,148,0.0014866204162537,0.0014866204162537,late_mid_tenure,lowest_activity,0.7196420704746626,Highest Risk
4534,retained,44,35,46.95927224,3477,0,82,1987.066202,1273.590736,12,5,Android,0.0,3.6666666666666665,7.0,56.77332005714285,36.38830674285715,82,0.0034512510785159,0.0014380212827149,longest_tenure,low_mid_activity,0.21443471344145237,Lower-Mid Risk
4535,retained,23,20,28.15956967,489,0,0,1767.80976,1454.325175,28,27,iPhone,0.0,0.8214285714285714,0.7407407407407407,88.390488,72.71625875,0,0.0572597137014314,0.0552147239263803,newest_users,highest_activity,0.2018316271566662,Lower-Mid Risk
4536,retained,64,51,69.77336515,1490,0,216,2686.090356,1506.733632,23,14,Android,0.0,2.782608695652174,3.642857142857143,52.66843835294118,29.54379670588235,216,0.0154362416107382,0.0093959731543624,early_mid_tenure,high_mid_activity,0.15745597714683893,Lower-Mid Risk
4538,churned,156,156,221.231332,2335,101,0,2724.295138,2012.107236,5,2,iPhone,1.0,31.2,78.0,17.46343037179487,12.898123307692307,101,0.0021413276231263,0.0008565310492505,late_mid_tenure,lowest_activity,0.5416365698923069,Highest Risk
4539,retained,61,51,197.8135012,1413,163,88,3906.681642,1676.607322,7,7,Android,0.0,8.714285714285714,7.285714285714286,76.60160082352941,32.87465337254902,251,0.0049539985845718,0.0049539985845718,early_mid_tenure,lowest_activity,0.5606431572634797,Highest Risk
4540,retained,137,111,202.7093874,3292,48,11,4097.962165,2048.048935,18,13,Android,0.0,7.611111111111111,8.538461538461538,36.91857806306306,18.450891306306303,59,0.00546780072904,0.0039489671931956,longest_tenure,high_mid_activity,0.15563393006622916,Lower-Mid Risk
4541,churned,329,263,347.609112,1230,168,64,5587.44807,2288.491055,10,7,Android,1.0,32.9,37.57142857142857,21.24504969581749,8.701486901140685,232,0.008130081300813,0.0056910569105691,early_mid_tenure,low_mid_activity,0.7226432062911508,Highest Risk
4542,churned,0,0,93.59130476,1232,47,0,4466.996844,3334.892862,18,15,iPhone,1.0,0.0,0.0,,,47,0.0146103896103896,0.0121753246753246,early_mid_tenure,high_mid_activity,0.5036422766554949,Highest Risk
4543,retained,266,213,272.0827395,1482,7,0,3355.507309,2315.649042,23,14,iPhone,0.0,11.565217391304348,15.214285714285714,15.753555441314557,10.871591746478874,7,0.0155195681511471,0.0094466936572199,early_mid_tenure,high_mid_activity,0.2177357403849617,Lower-Mid Risk
4544,retained,81,65,205.3773968,911,286,67,5052.806071,4073.859379,3,3,iPhone,0.0,27.0,21.666666666666668,77.73547801538461,62.674759676923074,353,0.0032930845225027,0.0032930845225027,early_mid_tenure,lowest_activity,0.7760471899136889,Highest Risk
4545,retained,76,62,195.6230667,3114,32,63,1684.015684,948.7616982,11,9,Android,0.0,6.909090909090909,6.888888888888889,27.16154329032258,15.30260803548387,95,0.0035324341682723,0.0028901734104046,longest_tenure,low_mid_activity,0.18023708478308767,Lower-Mid Risk
4546,retained,134,108,219.891712,319,0,0,3390.656375,696.458971,16,16,Android,0.0,8.375,6.75,31.394966435185182,6.448694175925926,0,0.0501567398119122,0.0501567398119122,newest_users,low_mid_activity,0.3403538642197347,Upper-Mid Risk
4547,retained,76,61,152.1965072,2657,73,0,5432.662944,4003.537499,23,18,Android,0.0,3.3043478260869565,3.388888888888889,89.06004826229508,65.63176227868853,73,0.0086563793752352,0.0067745577719232,longest_tenure,high_mid_activity,0.0849906499710968,Lowest Risk
4548,retained,10,9,64.21387582,248,94,3,1833.3406,449.1232322,24,23,iPhone,0.0,0.4166666666666667,0.391304347826087,203.70451111111112,49.902581355555554,97,0.0967741935483871,0.0927419354838709,newest_users,highest_activity,0.08046930523751138,Lowest Risk
4549,retained,74,60,452.1595234,1609,0,86,4314.412916,637.255113,23,15,Android,0.0,3.217391304347826,4.0,71.90688193333334,10.62091855,86,0.0142945929148539,0.0093225605966438,early_mid_tenure,high_mid_activity,0.1181538599484786,Lowest Risk
4550,retained,254,203,320.0059391,2375,135,29,4173.541042,1007.940221,22,16,iPhone,0.0,11.545454545454543,12.6875,20.559315477832516,4.965222763546798,164,0.0092631578947368,0.0067368421052631,late_mid_tenure,high_mid_activity,0.2726908236318637,Lower-Mid Risk
4551,retained,72,62,722.0194556,826,211,69,2307.597424,1210.156079,26,17,iPhone,0.0,2.769230769230769,3.647058823529412,37.21931329032258,19.518646435483877,280,0.0314769975786924,0.0205811138014527,newest_users,highest_activity,0.13311681227723793,Lowest Risk
4552,retained,371,309,415.6285445,2447,0,0,4164.065575,1773.392193,25,21,iPhone,0.0,14.84,14.714285714285714,13.475940372168283,5.739133310679612,0,0.0102165917449938,0.0085819370657948,late_mid_tenure,highest_activity,0.14083825174966583,Lowest Risk
4553,retained,109,90,145.6470986,328,28,7,2843.487089,913.0130454,5,5,iPhone,0.0,21.8,18.0,31.59430098888889,10.144589393333334,35,0.0152439024390243,0.0152439024390243,newest_users,lowest_activity,0.3844278003789631,Upper-Mid Risk
4555,retained,144,116,183.5906472,2520,133,0,1599.228921,913.7624654,15,12,iPhone,0.0,9.6,9.666666666666666,13.78645621551724,7.877262632758621,133,0.0059523809523809,0.0047619047619047,late_mid_tenure,low_mid_activity,0.18342208796031145,Lower-Mid Risk
4556,churned,10,10,184.3608768,1703,61,40,1768.898858,944.9317073,15,9,iPhone,1.0,0.6666666666666666,1.1111111111111112,176.8898858,94.49317073,101,0.0088079859072225,0.0052847915443335,early_mid_tenure,low_mid_activity,0.47129295102833063,Upper-Mid Risk
4557,retained,54,45,148.6713779,2133,0,0,2081.360014,1535.274455,10,9,iPhone,0.0,5.4,5.0,46.25244475555555,34.11721011111111,0,0.0046882325363338,0.0042194092827004,late_mid_tenure,low_mid_activity,0.29549160720912676,Upper-Mid Risk
4558,retained,61,53,65.14983514,2450,372,28,4816.547403,887.4931796,8,8,iPhone,0.0,7.625,6.625,90.87825288679244,16.745154332075472,400,0.0032653061224489,0.0032653061224489,late_mid_tenure,lowest_activity,0.3567283939155073,Upper-Mid Risk
4560,retained,16,13,186.8841968,3067,0,20,825.6852564,458.9809683,20,17,Android,0.0,0.8,0.7647058823529411,63.51425049230769,35.30622833076923,20,0.006521030322791,0.0055428757743723,longest_tenure,high_mid_activity,0.13450777402718375,Lowest Risk
4561,retained,46,46,219.9985492,1256,0,0,2552.06394,1221.783357,10,7,iPhone,0.0,4.6,6.571428571428571,55.47965086956522,26.56050776086957,0,0.0079617834394904,0.0055732484076433,early_mid_tenure,low_mid_activity,0.34178888068054697,Upper-Mid Risk
4562,churned,207,167,449.6118134,228,211,105,10217.35959,6445.407215,11,8,Android,1.0,18.818181818181817,20.875,61.18179395209581,38.59525278443114,316,0.0482456140350877,0.0350877192982456,newest_users,low_mid_activity,0.7852679217220525,Highest Risk
4563,retained,214,171,239.845948,878,87,1,2280.251746,1263.424351,6,4,iPhone,0.0,35.666666666666664,42.75,13.334805532163742,7.388446497076023,88,0.0068337129840546,0.0045558086560364,newest_users,lowest_activity,0.7080694957088483,Highest Risk
4564,retained,258,206,304.0918562,299,422,140,7606.932761,1927.372344,10,10,Android,0.0,25.8,20.6,36.9268580631068,9.356176427184469,562,0.0334448160535117,0.0334448160535117,newest_users,low_mid_activity,0.6728151543435863,Highest Risk
