id,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churned,sessions_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,fav_navigation_total,activity_rate,driving_rate,tenure_group,activity_group
1038,churned,96,78,140.1925056,2957,240,43,6476.676817,4567.671013,1,0,iPhone,1.0,96.0,,83.03431816666667,58.559884782051284,283,0.00033818058843422386,0.0,longest_tenure,lowest_activity
1039,retained,33,29,138.519063,957,33,231,5548.402986,1083.703646,23,20,iPhone,0.0,1.434782608695652,1.45,191.32424089655171,37.36909124137931,264,0.024033437826541274,0.02089864158829676,early_mid_tenure,high_mid_activity
1040,retained,46,37,51.2030773,327,0,28,2715.650235,1392.854145,24,22,iPhone,0.0,1.9166666666666667,1.6818181818181819,73.3959522972973,37.64470662162162,28,0.07339449541284404,0.0672782874617737,newest_users,highest_activity
1041,retained,64,64,104.2249523,1236,20,1,1075.288219,882.2926261,25,19,Android,0.0,2.56,3.3684210526315788,16.801378421875,13.7858222828125,21,0.020226537216828478,0.015372168284789644,early_mid_tenure,highest_activity
1042,retained,4,4,108.6503255,2969,0,0,4202.111288,2902.539571,6,3,iPhone,0.0,0.6666666666666666,1.3333333333333333,1050.527822,725.63489275,0,0.0020208824520040417,0.0010104412260020209,longest_tenure,lowest_activity
1043,retained,68,55,154.1108202,1374,307,143,2367.301445,1413.279047,28,19,iPhone,0.0,2.4285714285714284,2.8947368421052633,43.041844454545455,25.695982672727272,450,0.020378457059679767,0.013828238719068414,early_mid_tenure,highest_activity
1044,retained,75,60,172.7567217,2801,136,0,2035.277437,770.4918034,29,28,iPhone,0.0,2.586206896551724,2.142857142857143,33.92129061666667,12.841530056666667,136,0.01035344519814352,0.009996429846483398,longest_tenure,highest_activity
1045,retained,3,3,38.55669333,3269,32,67,2305.127012,1074.971039,16,8,Android,0.0,0.1875,0.375,768.3756706666667,358.3236796666667,99,0.004894463138574488,0.002447231569287244,longest_tenure,low_mid_activity
1046,churned,57,46,62.81180978,1255,170,0,2640.447327,1712.889821,8,8,Android,1.0,7.125,5.75,57.40102884782608,37.23673523913043,170,0.006374501992031873,0.006374501992031873,early_mid_tenure,lowest_activity
1047,retained,25,25,66.62750037,2132,312,0,2502.81024,1133.224693,10,9,Android,0.0,2.5,2.7777777777777777,100.11240959999999,45.32898771999999,312,0.004690431519699813,0.004221388367729831,late_mid_tenure,low_mid_activity
1048,churned,29,25,60.54751304,2707,35,3,2791.156984,1407.196669,1,1,iPhone,1.0,29.0,25.0,111.64627936000001,56.28786676,38,0.0003694126339120798,0.0003694126339120798,longest_tenure,lowest_activity
1049,retained,47,44,161.6726136,2812,115,24,6787.048291,2769.529552,24,19,iPhone,0.0,1.9583333333333333,2.3157894736842106,154.25109752272726,62.943853454545454,139,0.008534850640113799,0.006756756756756757,longest_tenure,highest_activity
1050,retained,127,101,471.8355235,2303,397,15,3476.222178,81.9909537,25,24,iPhone,0.0,5.08,4.208333333333333,34.41804136633663,0.8117916207920792,412,0.010855405992184108,0.010421189752496743,late_mid_tenure,highest_activity
1051,retained,45,38,54.58310873,2042,82,98,2428.035555,417.0400696,27,19,iPhone,0.0,1.6666666666666667,2.0,63.895672499999996,10.97473867368421,180,0.013222331047992164,0.00930460333006856,late_mid_tenure,highest_activity
1053,churned,19,15,249.5810385,2177,0,81,3104.478634,507.3887604,7,1,iPhone,1.0,2.7142857142857144,15.0,206.96524226666668,33.82591736,81,0.003215434083601286,0.00045934772622875517,late_mid_tenure,lowest_activity
1054,retained,59,47,269.6164169,2353,125,0,8585.58362,200.5817785,4,2,Android,0.0,14.75,23.5,182.6719919148936,4.267697414893617,125,0.0016999575010624734,0.0008499787505312367,late_mid_tenure,lowest_activity
1056,retained,4,4,69.7874235,556,5,0,1450.628794,983.2608417,21,18,iPhone,0.0,0.19047619047619047,0.2222222222222222,362.6571985,245.815210425,5,0.03776978417266187,0.03237410071942446,newest_users,high_mid_activity
1057,retained,31,25,181.6859637,2146,163,34,9695.742469,2206.648487,20,11,iPhone,0.0,1.55,2.272727272727273,387.82969876000004,88.26593948,197,0.009319664492078284,0.005125815470643057,late_mid_tenure,high_mid_activity
1058,retained,19,19,149.7651109,2719,109,24,1802.894132,915.8105588,20,15,iPhone,0.0,0.95,1.2666666666666666,94.88916484210526,48.20055572631579,133,0.00735564545788893,0.005516734093416698,longest_tenure,high_mid_activity
1059,retained,54,51,529.7703692,1675,136,0,2164.895914,1085.049122,17,10,iPhone,0.0,3.176470588235294,5.1,42.44893949019608,21.275472980392156,136,0.010149253731343283,0.005970149253731343,early_mid_tenure,high_mid_activity
1061,retained,114,92,607.7491762,562,0,7,6175.993816,2471.895913,17,9,iPhone,0.0,6.705882352941177,10.222222222222221,67.1303675652174,26.86843383695652,7,0.030249110320284697,0.01601423487544484,newest_users,high_mid_activity
1062,retained,117,110,224.2555905,1928,0,75,1288.24927,690.3713783,0,0,iPhone,0.0,,,11.711357,6.2761034390909085,75,0.0,0.0,late_mid_tenure,lowest_activity
1063,retained,12,12,85.02437967,3256,208,6,4430.636347,421.4255339,24,17,iPhone,0.0,0.5,0.7058823529411765,369.2196955833333,35.11879449166667,214,0.007371007371007371,0.005221130221130221,longest_tenure,highest_activity
1064,churned,64,51,149.6561868,1439,36,0,7589.370591,587.2079263,10,5,Android,1.0,6.4,10.2,148.81118805882352,11.513880907843138,36,0.006949270326615705,0.0034746351633078527,early_mid_tenure,low_mid_activity
1065,retained,77,62,111.3105144,2303,35,29,4654.526983,3471.992238,14,14,iPhone,0.0,5.5,4.428571428571429,75.0730158548387,55.99987480645161,64,0.0060790273556231,0.0060790273556231,late_mid_tenure,low_mid_activity
1066,retained,59,47,197.3998288,1765,0,48,2961.418631,670.9569723,19,13,Android,0.0,3.1052631578947367,3.6153846153846154,63.00890704255319,14.275680261702126,48,0.01076487252124646,0.0073654390934844195,late_mid_tenure,high_mid_activity
1067,retained,239,205,242.1444845,2240,0,49,870.537209,452.9913463,17,17,iPhone,0.0,14.058823529411764,12.058823529411764,4.246522970731707,2.209713884390244,49,0.007589285714285714,0.007589285714285714,late_mid_tenure,high_mid_activity
1068,retained,9,9,109.9702833,2526,69,0,4698.390035,1528.272964,24,23,Android,0.0,0.375,0.391304347826087,522.0433372222222,169.8081071111111,69,0.009501187648456057,0.009105304829770388,late_mid_tenure,highest_activity
1069,churned,71,58,87.46816693,307,393,58,8570.366343,4819.951224,11,8,Android,1.0,6.454545454545454,7.25,147.76493694827585,83.10260731034484,451,0.035830618892508145,0.026058631921824105,newest_users,low_mid_activity
1070,churned,83,71,205.435271,1699,56,29,6165.102519,4118.213508,15,14,Android,1.0,5.533333333333333,5.071428571428571,86.83242984507042,58.00300715492958,85,0.008828722778104767,0.00824014125956445,early_mid_tenure,low_mid_activity
1071,retained,222,178,368.8872639,2675,220,0,2745.44788,853.680523,1,1,Android,0.0,222.0,178.0,15.423864494382023,4.7959579943820225,220,0.00037383177570093456,0.00037383177570093456,longest_tenure,lowest_activity
1072,retained,20,18,82.17266633,2642,0,38,1220.370021,581.4718321,20,14,iPhone,0.0,1.0,1.2857142857142858,67.7983345,32.30399067222223,38,0.00757002271006813,0.005299015897047691,longest_tenure,high_mid_activity
1073,retained,446,357,469.6425626,1945,6,16,4364.770113,2271.087923,11,7,iPhone,0.0,40.54545454545455,51.0,12.22624681512605,6.361590820728291,22,0.005655526992287918,0.0035989717223650387,late_mid_tenure,low_mid_activity
1074,retained,29,27,111.5846499,1554,5,1,3916.020404,1893.410472,23,20,iPhone,0.0,1.2608695652173914,1.35,145.03779274074074,70.12631377777778,6,0.014800514800514801,0.01287001287001287,early_mid_tenure,high_mid_activity
1075,churned,95,76,444.3639813,106,17,0,2126.799752,1062.555633,23,22,Android,1.0,4.130434782608695,3.4545454545454546,27.984207263157895,13.980995171052632,17,0.2169811320754717,0.20754716981132076,newest_users,high_mid_activity
1076,churned,9,9,163.2534617,611,193,0,1094.910282,745.9519614,3,3,iPhone,1.0,3.0,3.0,121.656698,82.88355126666666,193,0.004909983633387889,0.004909983633387889,newest_users,lowest_activity
1077,retained,195,157,316.8387154,83,0,3,3129.500783,2161.208479,8,2,iPhone,0.0,24.375,78.5,19.933126006369427,13.765659101910828,3,0.0963855421686747,0.024096385542168676,newest_users,lowest_activity
1078,retained,143,115,202.0749852,952,148,27,6043.184528,1310.75861,10,6,iPhone,0.0,14.3,19.166666666666668,52.54943067826087,11.39790095652174,175,0.01050420168067227,0.0063025210084033615,early_mid_tenure,low_mid_activity
1079,retained,127,102,191.0697779,2906,0,61,2339.202789,1279.839529,22,20,iPhone,0.0,5.7727272727272725,5.1,22.93336067647059,12.547446362745099,61,0.007570543702684102,0.006882312456985547,longest_tenure,high_mid_activity
1080,retained,162,130,236.7983741,934,233,20,6184.071501,2440.441658,5,5,Android,0.0,32.4,26.0,47.56978077692308,18.77262813846154,253,0.0053533190578158455,0.0053533190578158455,early_mid_tenure,lowest_activity
1081,retained,10,8,49.35792895,1366,0,54,4734.280716,801.070371,30,21,iPhone,0.0,0.3333333333333333,0.38095238095238093,591.7850895,100.133796375,54,0.021961932650073207,0.015373352855051245,early_mid_tenure,highest_activity
1082,retained,59,47,208.5591408,1666,24,76,2516.09611,396.3344345,19,13,Android,0.0,3.1052631578947367,3.6153846153846154,53.53395978723404,8.432647542553191,100,0.011404561824729893,0.0078031212484993995,early_mid_tenure,high_mid_activity
1083,retained,28,22,43.66377733,2620,0,10,12442.1332,3618.481694,20,16,Android,0.0,1.4,1.375,565.5515090909091,164.47644063636363,10,0.007633587786259542,0.0061068702290076335,late_mid_tenure,high_mid_activity
1084,retained,111,95,134.2450191,2425,339,3,4365.84801,2577.094847,12,11,iPhone,0.0,9.25,8.636363636363637,45.95629484210526,27.127314178947366,342,0.004948453608247422,0.004536082474226804,late_mid_tenure,low_mid_activity
1086,retained,186,150,233.2492116,2911,104,37,2200.479159,1491.916733,28,22,iPhone,0.0,6.642857142857143,6.818181818181818,14.66986106,9.946111553333333,141,0.009618687736173137,0.007557540364136035,longest_tenure,highest_activity
1087,retained,39,39,50.95706759,1068,0,0,4749.805809,2710.873875,20,13,Android,0.0,1.95,3.0,121.78989253846154,69.50958653846155,0,0.018726591760299626,0.012172284644194757,early_mid_tenure,high_mid_activity
1088,retained,58,46,150.7481098,2354,151,0,6754.221834,2598.892353,30,23,iPhone,0.0,1.9333333333333333,2.0,146.8309094347826,56.49765984782609,151,0.012744265080713678,0.009770603228547154,late_mid_tenure,highest_activity
1089,retained,30,25,262.0523327,249,104,121,2110.568024,880.4898702,26,16,Android,0.0,1.1538461538461537,1.5625,84.42272096,35.219594808000004,225,0.10441767068273092,0.0642570281124498,newest_users,highest_activity
1090,churned,182,182,390.2617812,725,0,5,7260.509601,3161.202533,3,0,Android,1.0,60.666666666666664,,39.8929098956044,17.369244686813186,5,0.004137931034482759,0.0,newest_users,lowest_activity
1091,retained,55,55,55.45353009,2031,0,59,6861.940775,809.310014,24,16,iPhone,0.0,2.2916666666666665,3.4375,124.76255954545455,14.714727527272728,59,0.011816838995568686,0.007877892663712457,late_mid_tenure,highest_activity
1092,retained,71,63,85.68340992,274,377,39,260.7130518,91.41775358,14,14,iPhone,0.0,5.071428571428571,4.5,4.13830240952381,1.4510754536507935,416,0.051094890510948905,0.051094890510948905,newest_users,low_mid_activity
1093,churned,30,25,166.4059285,1526,51,0,2326.794833,1160.133891,1,0,iPhone,1.0,30.0,,93.07179332,46.405355639999996,51,0.000655307994757536,0.0,early_mid_tenure,lowest_activity
1094,churned,122,98,184.8528545,829,820,25,2734.397647,1230.752477,15,9,iPhone,1.0,8.133333333333333,10.88888888888889,27.902016806122447,12.55869874489796,845,0.018094089264173704,0.010856453558504222,newest_users,low_mid_activity
1095,retained,139,112,206.0886646,86,64,150,5245.110104,3341.626571,24,21,iPhone,0.0,5.791666666666667,5.333333333333333,46.83134021428572,29.835951526785713,214,0.27906976744186046,0.2441860465116279,newest_users,highest_activity
1096,retained,13,13,237.5617718,997,216,45,3194.222587,2612.093196,28,18,iPhone,0.0,0.4642857142857143,0.7222222222222222,245.70942976923078,200.93024584615384,261,0.028084252758274825,0.01805416248746239,early_mid_tenure,highest_activity
1097,retained,86,86,117.1605641,3241,407,15,4339.27688,2693.71429,29,23,iPhone,0.0,2.9655172413793105,3.739130434782609,50.456707906976746,31.32225918604651,422,0.008947855600123419,0.007096575131132366,longest_tenure,highest_activity
1098,retained,135,109,442.6975545,1435,36,14,2180.126968,1011.915775,12,12,iPhone,0.0,11.25,9.083333333333334,20.001164844036698,9.283630963302754,50,0.008362369337979094,0.008362369337979094,early_mid_tenure,low_mid_activity
1100,retained,7,7,8.854129689,1393,14,51,2496.959402,846.4252789,9,9,iPhone,0.0,0.7777777777777778,0.7777777777777778,356.708486,120.91789698571428,65,0.006460875807609476,0.006460875807609476,early_mid_tenure,low_mid_activity
1101,churned,182,146,204.426469,2608,46,176,2635.525058,1295.960203,5,1,iPhone,1.0,36.4,146.0,18.051541493150687,8.876439746575343,222,0.0019171779141104294,0.0003834355828220859,late_mid_tenure,lowest_activity
1102,churned,73,73,89.21368423,1055,0,140,4624.675948,515.1632386,30,28,iPhone,1.0,2.433333333333333,2.607142857142857,63.35172531506849,7.057030665753425,140,0.02843601895734597,0.026540284360189573,early_mid_tenure,highest_activity
1103,retained,72,58,520.9882874,244,6,0,4736.450841,2186.32302,18,11,Android,0.0,4.0,5.2727272727272725,81.66294553448276,37.69522448275862,6,0.07377049180327869,0.045081967213114756,newest_users,high_mid_activity
1104,retained,59,49,169.7858979,1609,184,7,9045.965237,3362.037098,31,26,iPhone,0.0,1.903225806451613,1.8846153846153846,184.6115354489796,68.613002,191,0.019266625233064015,0.016159105034182723,early_mid_tenure,highest_activity
1105,retained,69,69,234.9564301,1758,27,138,6300.352914,1843.008131,23,21,iPhone,0.0,3.0,3.2857142857142856,91.30946252173914,26.710262768115943,165,0.013083048919226393,0.011945392491467578,late_mid_tenure,high_mid_activity
1106,churned,88,72,276.3380687,739,380,0,7194.735689,5634.498992,7,5,iPhone,1.0,12.571428571428571,14.4,99.92688456944444,78.25693044444444,380,0.009472259810554804,0.006765899864682003,newest_users,lowest_activity
1107,churned,38,31,113.5826413,532,294,2,5304.531319,3443.435528,28,20,iPhone,1.0,1.3571428571428572,1.55,171.11391351612903,111.07856541935483,296,0.05263157894736842,0.03759398496240601,newest_users,highest_activity
1108,retained,78,64,426.9826207,1624,34,79,9456.597091,2459.584178,13,9,iPhone,0.0,6.0,7.111111111111111,147.759329546875,38.43100278125,113,0.008004926108374385,0.005541871921182266,early_mid_tenure,low_mid_activity
1109,retained,83,68,122.8465776,1489,0,4,2257.623908,719.135746,8,5,iPhone,0.0,10.375,13.6,33.20035158823529,10.575525676470589,4,0.005372733378106112,0.0033579583613163196,early_mid_tenure,lowest_activity
1110,retained,17,14,32.90878539,2580,0,54,3766.18579,2294.490588,17,17,iPhone,0.0,1.0,0.8235294117647058,269.01327071428574,163.89218485714287,54,0.006589147286821705,0.006589147286821705,late_mid_tenure,high_mid_activity
1111,retained,150,123,155.5370835,470,0,11,3785.783438,2437.308089,2,2,iPhone,0.0,75.0,61.5,30.77872713821138,19.815512918699188,11,0.00425531914893617,0.00425531914893617,newest_users,lowest_activity
1112,retained,138,115,317.0754552,3180,281,0,3765.538433,2641.029203,10,6,iPhone,0.0,13.8,19.166666666666668,32.74381246086957,22.965471330434784,281,0.0031446540880503146,0.0018867924528301887,longest_tenure,low_mid_activity
1113,retained,328,263,456.8128437,2337,34,0,1753.89979,1426.74742,3,3,iPhone,0.0,109.33333333333333,87.66666666666667,6.668820494296578,5.424895133079848,34,0.0012836970474967907,0.0012836970474967907,late_mid_tenure,lowest_activity
1114,retained,34,34,71.48883079,2989,0,33,1645.253342,358.3489795,5,5,Android,0.0,6.8,6.8,48.38980417647059,10.539675867647059,33,0.0016728002676480427,0.0016728002676480427,longest_tenure,lowest_activity
1115,retained,10,10,65.29038484,2379,379,104,5710.546998,1476.784496,1,1,Android,0.0,10.0,10.0,571.0546998,147.6784496,483,0.0004203446826397646,0.0004203446826397646,late_mid_tenure,lowest_activity
1116,retained,66,66,135.5762402,15,44,12,3629.933273,1183.108889,15,15,Android,0.0,4.4,4.4,54.99898898484849,17.925892257575757,56,1.0,1.0,newest_users,low_mid_activity
1117,churned,12,11,58.94524851,1374,5,0,6646.429219,3241.159758,7,7,iPhone,1.0,1.7142857142857142,1.5714285714285714,604.2208380909091,294.65088709090907,5,0.005094614264919942,0.005094614264919942,early_mid_tenure,lowest_activity
1118,retained,36,29,214.9278701,658,14,0,2500.559225,1949.369852,21,21,iPhone,0.0,1.7142857142857142,1.380952380952381,86.22618017241379,67.21965006896552,14,0.031914893617021274,0.031914893617021274,newest_users,high_mid_activity
1119,retained,77,66,130.6146812,2032,123,101,2261.491519,421.6666187,0,0,iPhone,0.0,,,34.26502301515152,6.388888162121212,224,0.0,0.0,late_mid_tenure,lowest_activity
1120,retained,169,136,262.7858377,777,0,29,2575.344403,1129.079349,11,6,Android,0.0,15.363636363636363,22.666666666666668,18.936355904411766,8.302054036764707,29,0.014157014157014158,0.007722007722007722,newest_users,low_mid_activity
1121,retained,39,32,189.4145861,2412,259,0,4159.870694,658.6679869,25,20,iPhone,0.0,1.56,1.6,129.9959591875,20.583374590625,259,0.010364842454394693,0.008291873963515755,late_mid_tenure,highest_activity
1123,retained,35,28,92.06300103,1171,331,0,8709.124107,6460.000923,12,12,iPhone,0.0,2.9166666666666665,2.3333333333333335,311.04014667857143,230.7143186785714,331,0.010247651579846286,0.010247651579846286,early_mid_tenure,low_mid_activity
1124,retained,160,130,237.4689566,1313,30,0,830.9215396,574.7590034,23,16,iPhone,0.0,6.956521739130435,8.125,6.391704150769231,4.421223103076923,30,0.017517136329017517,0.012185833968012186,early_mid_tenure,high_mid_activity
1125,retained,107,87,311.1453069,1233,79,0,4834.108189,3845.94245,20,18,iPhone,0.0,5.35,4.833333333333333,55.56446194252873,44.20623505747126,79,0.016220600162206,0.014598540145985401,early_mid_tenure,high_mid_activity
1126,retained,89,72,148.8523343,203,67,90,5719.364556,3176.188819,27,20,Android,0.0,3.2962962962962963,3.6,79.43561883333334,44.11373359722222,157,0.1330049261083744,0.09852216748768473,newest_users,highest_activity
1127,retained,32,26,81.80763991,1420,0,22,1797.743019,550.2925285,23,18,iPhone,0.0,1.391304347826087,1.4444444444444444,69.14396226923077,21.16509725,22,0.01619718309859155,0.01267605633802817,early_mid_tenure,high_mid_activity
1128,retained,137,137,184.2644857,2504,30,46,4937.837969,2792.155531,15,15,Android,0.0,9.133333333333333,9.133333333333333,36.042612912408764,20.380697306569342,76,0.0059904153354632585,0.0059904153354632585,late_mid_tenure,low_mid_activity
1129,retained,47,38,103.756249,3457,59,0,4284.030264,665.8837077,19,19,Android,0.0,2.473684210526316,2.0,112.73763852631579,17.52325546578947,59,0.0054960948799537175,0.0054960948799537175,longest_tenure,high_mid_activity
1130,retained,8,8,103.1622749,2911,32,85,6451.814197,916.7374906,3,0,iPhone,0.0,2.6666666666666665,,806.476774625,114.592186325,117,0.0010305736860185502,0.0,longest_tenure,lowest_activity
1131,churned,10,9,132.1093979,20,22,0,3721.484406,2720.546856,3,1,iPhone,1.0,3.3333333333333335,9.0,413.49826733333333,302.282984,22,0.15,0.05,newest_users,lowest_activity
1132,churned,143,115,410.8785506,697,135,63,3317.476776,653.6894957,18,16,iPhone,1.0,7.944444444444445,7.1875,28.847624139130435,5.684256484347825,198,0.02582496413199426,0.02295552367288379,newest_users,high_mid_activity
1133,retained,156,125,217.6875234,1155,61,2,18127.04715,9620.111097,27,19,iPhone,0.0,5.777777777777778,6.578947368421052,145.0163772,76.960888776,63,0.023376623376623377,0.01645021645021645,early_mid_tenure,highest_activity
1134,retained,57,46,674.9539559,3180,0,41,2823.811102,442.0626131,7,7,iPhone,0.0,8.142857142857142,6.571428571428571,61.38719786956522,9.61005680652174,41,0.00220125786163522,0.00220125786163522,longest_tenure,lowest_activity
1135,retained,61,58,184.1429672,3471,2,30,5862.858113,3802.049061,26,16,Android,0.0,2.3461538461538463,3.625,101.08376056896552,65.55257001724138,32,0.00749063670411985,0.004609622587150677,longest_tenure,highest_activity
1136,retained,57,47,439.0549125,883,15,0,2544.379945,1928.973204,12,7,iPhone,0.0,4.75,6.714285714285714,54.1357435106383,41.04198306382978,15,0.013590033975084938,0.007927519818799546,early_mid_tenure,low_mid_activity
1137,retained,1,1,263.9725645,1110,224,37,4221.602498,308.5767986,3,3,iPhone,0.0,0.3333333333333333,0.3333333333333333,4221.602498,308.5767986,261,0.002702702702702703,0.002702702702702703,early_mid_tenure,lowest_activity
1139,retained,259,208,467.7637123,1122,3,11,3453.496153,1233.057152,25,15,iPhone,0.0,10.36,13.866666666666667,16.603346889423076,5.928159384615385,14,0.022281639928698752,0.013368983957219251,early_mid_tenure,highest_activity
1140,retained,140,140,204.7400311,1670,0,88,3277.441394,835.8337927,13,13,Android,0.0,10.76923076923077,10.76923076923077,23.41029567142857,5.9702413764285716,88,0.007784431137724551,0.007784431137724551,early_mid_tenure,low_mid_activity
1141,retained,58,47,107.7357378,704,57,0,1799.773785,596.6190327,29,23,iPhone,0.0,2.0,2.0434782608695654,38.29305925531915,12.694021972340426,57,0.041193181818181816,0.032670454545454544,newest_users,highest_activity
1142,retained,46,41,163.003655,446,101,46,4458.26348,789.0992217,28,24,iPhone,0.0,1.6428571428571428,1.7083333333333333,108.73813365853658,19.246322480487805,147,0.06278026905829596,0.053811659192825115,newest_users,highest_activity
1143,retained,146,118,327.2988532,2109,226,0,2806.447326,1419.452455,27,21,Android,0.0,5.407407407407407,5.619047619047619,23.783451915254236,12.02925809322034,226,0.012802275960170697,0.00995732574679943,late_mid_tenure,highest_activity
1144,retained,24,20,52.52511344,2819,689,0,3541.948042,2410.4732,8,4,iPhone,0.0,3.0,5.0,177.0974021,120.52365999999999,689,0.002837885775097552,0.001418942887548776,longest_tenure,lowest_activity
1145,retained,31,26,183.5896086,2427,86,0,8932.661838,2837.323264,20,20,iPhone,0.0,1.55,1.3,343.56391684615386,109.12781784615385,86,0.008240626287597858,0.008240626287597858,late_mid_tenure,high_mid_activity
1146,retained,126,101,297.8407292,1087,516,20,5085.081204,967.9013802,28,18,iPhone,0.0,4.5,5.611111111111111,50.34733865346535,9.583181982178218,536,0.025758969641214352,0.01655933762649494,early_mid_tenure,highest_activity
1147,retained,5,4,50.61733104,2657,271,187,2645.825121,1917.993479,7,3,iPhone,0.0,0.7142857142857143,1.3333333333333333,661.45628025,479.49836975,458,0.0026345502446368085,0.0011290929619872036,longest_tenure,lowest_activity
1148,retained,47,38,392.9484955,344,30,10,4566.240794,2667.3848,15,10,iPhone,0.0,3.1333333333333333,3.8,120.16423142105263,70.19433684210526,40,0.0436046511627907,0.029069767441860465,newest_users,low_mid_activity
1149,retained,58,46,164.7941644,271,195,36,2336.114839,1026.118841,14,14,Android,0.0,4.142857142857143,3.2857142857142856,50.78510519565217,22.306931326086957,231,0.05166051660516605,0.05166051660516605,newest_users,low_mid_activity
1150,retained,288,241,547.6163241,1282,268,156,2227.254418,1113.587572,29,22,iPhone,0.0,9.931034482758621,10.954545454545455,9.241719576763485,4.620695319502074,424,0.02262090483619345,0.0171606864274571,early_mid_tenure,highest_activity
1151,retained,238,194,251.2650819,3259,24,45,4390.675219,1107.331253,28,20,iPhone,0.0,8.5,9.7,22.632346489690722,5.707893056701031,69,0.00859159251304081,0.00613685179502915,longest_tenure,highest_activity
1152,retained,62,53,221.9743104,2010,168,2,5703.677106,1982.82985,6,2,iPhone,0.0,10.333333333333334,26.5,107.61654916981132,37.411883962264156,170,0.0029850746268656717,0.0009950248756218905,late_mid_tenure,lowest_activity
1153,retained,9,7,177.3811497,214,0,3,10293.23844,7126.422644,16,12,iPhone,0.0,0.5625,0.5833333333333334,1470.462634285714,1018.0603777142858,3,0.07476635514018691,0.056074766355140186,newest_users,low_mid_activity
1154,retained,9,8,54.73222552,1240,79,0,3796.840465,2721.082883,21,20,iPhone,0.0,0.42857142857142855,0.4,474.605058125,340.135360375,79,0.016935483870967744,0.016129032258064516,early_mid_tenure,high_mid_activity
1155,retained,2,2,223.4280558,2774,0,56,4471.903693,653.3857412,15,8,iPhone,0.0,0.13333333333333333,0.25,2235.9518465,326.6928706,56,0.005407354001441961,0.002883922134102379,longest_tenure,low_mid_activity
1156,retained,59,59,182.9581774,884,54,26,4283.893245,3416.507938,15,15,iPhone,0.0,3.933333333333333,3.933333333333333,72.60836008474577,57.90691420338983,80,0.016968325791855202,0.016968325791855202,early_mid_tenure,low_mid_activity
1157,retained,140,112,249.0535463,2430,40,9,9682.752067,1428.053899,1,1,Android,0.0,140.0,112.0,86.45314345535714,12.750481241071428,49,0.00041152263374485596,0.00041152263374485596,late_mid_tenure,lowest_activity
1158,churned,19,16,109.8944758,1981,0,128,5574.33268,3565.24655,0,0,iPhone,1.0,,,348.3957925,222.827909375,128,0.0,0.0,late_mid_tenure,lowest_activity
1159,churned,46,37,266.338815,1696,281,0,2767.627953,962.799904,16,13,Android,1.0,2.875,2.8461538461538463,74.8007554864865,26.021619027027025,281,0.009433962264150943,0.0076650943396226415,early_mid_tenure,low_mid_activity
1160,retained,220,177,572.2075464,1687,297,0,440.4071982,201.2117227,25,15,iPhone,0.0,8.8,11.8,2.488176261016949,1.1367893937853106,297,0.014819205690574985,0.00889152341434499,early_mid_tenure,highest_activity
1162,retained,21,18,263.9725178,359,122,63,2934.552139,1435.02688,6,5,iPhone,0.0,3.5,3.6,163.03067438888888,79.72371555555554,185,0.016713091922005572,0.013927576601671309,newest_users,lowest_activity
1163,retained,3,3,21.31265932,1695,133,5,3157.686966,1574.838498,2,2,Android,0.0,1.5,1.5,1052.562322,524.9461660000001,138,0.0011799410029498525,0.0011799410029498525,early_mid_tenure,lowest_activity
1164,retained,135,108,268.8647481,2483,47,39,1285.392911,966.8824052,31,24,Android,0.0,4.354838709677419,4.5,11.901786212962962,8.952614862962962,86,0.012484897301651228,0.009665726943213854,late_mid_tenure,highest_activity
1165,retained,116,93,303.8525741,1386,507,0,14596.76429,8450.634566,26,16,iPhone,0.0,4.461538461538462,5.8125,156.95445473118278,90.86703834408603,507,0.01875901875901876,0.011544011544011544,early_mid_tenure,highest_activity
1166,retained,40,33,344.9395525,143,0,0,727.9966638,276.625014,17,13,iPhone,0.0,2.3529411764705883,2.5384615384615383,22.06050496363636,8.382576181818182,0,0.11888111888111888,0.09090909090909091,newest_users,high_mid_activity
1167,retained,86,69,110.1988006,2913,0,24,2715.330356,672.8905829,23,18,iPhone,0.0,3.739130434782609,3.8333333333333335,39.35261385507246,9.752037433333333,24,0.00789564023343632,0.006179196704428424,longest_tenure,high_mid_activity
1168,retained,30,25,81.02275905,553,0,47,3234.359298,257.8941818,3,1,iPhone,0.0,10.0,25.0,129.37437192,10.315767272,47,0.0054249547920434,0.0018083182640144665,newest_users,lowest_activity
1170,retained,61,52,169.3734997,2446,47,41,4247.256845,3194.632522,16,13,iPhone,0.0,3.8125,4.0,81.67801625,61.4352408076923,88,0.006541291905151268,0.005314799672935405,late_mid_tenure,low_mid_activity
1171,retained,223,178,316.2357743,2359,7,0,2022.001971,1211.697133,14,10,iPhone,0.0,15.928571428571429,17.8,11.35956163483146,6.807287264044943,7,0.005934718100890208,0.00423908435777872,late_mid_tenure,low_mid_activity
1172,retained,4,3,190.4768814,2002,66,34,4963.100894,817.5956046,9,5,Android,0.0,0.4444444444444444,0.6,1654.3669646666667,272.5318682,100,0.004495504495504496,0.0024975024975024975,late_mid_tenure,low_mid_activity
